157,Restaurant Coma," Placeta Monjo n 3, Andorra la Vella ad500, Andorra ",restaurant,42.5069,1.52078,4.5,14873,14917
158,Taberna Angel Belmonte," C.Ciutat de Consuegra, 3, | Casa Campolier, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,4.0,14917,15088
159,Pizzeria Primavera," C/ Callaueta 8, Andorra la Vella AD500, Andorra ",restaurant,42.507,1.52999,4.0,15088,15228
160,Can Manel," C/ Mestre Xavier Plana, 6, Andorra la Vella, Andorra ",restaurant,42.5064,1.51534,4.5,15228,15332
161,La Adelita Andorra," Placa Princep Benlloc 4, Andorra la Vella Ad500, Andorra ",restaurant,42.5078,1.52194,4.0,15332,15463
162,La Cava Andorra," C/ Mossen Cinto Verdaguer, 7, Andorra la Vella 822729, Andorra ",restaurant,42.5083,1.52194,4.5,15463,15567
163,Restaurant Ca La Conxita," c/ La Llacuna, 12 | c/ La Llacuna, 12, Andorra la Vella, Parroquia de Andorra la Vella, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,4.5,15567,15637
164,Borda Estevet," Carretera de la Comella 2, Andorra la Vella AD500, Andorra ",restaurant,42.503,1.51985,4.0,15637,15910
165,El Burg," Baixada Del Moli, N 47 | Andorra la Vella, Andorra la Vella AD500, Andorra ",restaurant,42.5046,1.51511,4.5,15910,15968
166,The Family Arms," Placa Rebes, 6 | Placa Rebes, 6, Andorra la Vella, Andorra la Vella AD500, Andorra ",restaurant,42.5075,1.52294,4.0,15968,16080
167,l Arrosseria," Carrer de la Vall, 1, Andorra la Vella AD500, Andorra ",restaurant,42.5072,1.52142,4.0,16080,16212
168,K LIRINA," carrer PERE DURG NUMER 5 | Carrer Pere Durg Numero 16, Andorra la Vella AD500, Andorra ",restaurant,42.5063,1.52184,4.5,16212,16240
169,El Refugi Alpi," Avinguda Meritxell, 73, Andorra la Vella AD500, Andorra ",restaurant,42.5089,1.52915,3.5,16240,16692
170,"13,50"," Prat de la Creu 29-39, Andorra la Vella AD500, Andorra ",restaurant,42.507,1.52608,5.0,16692,16718
171,El Raval," C. Sant Esteve, 5, Andorra la Vella AD 500 , Andorra ",restaurant,42.5076,1.5292,4.5,16718,16744
172,Restaurant Tatu," Avinguda de Tarragona, 58, Andorra la Vella AD500, Andorra ",restaurant,42.5052,1.52539,4.5,16744,16769
173,1940," Avinguda Princep Benlloch 20 bis | Free Parking Behind, Andorra la Vella AD500, Andorra ",restaurant,42.5063,1.52184,4.0,16769,16899
174,Pizzera Angelo," C/ Maria Pla, 13, Andorra la Vella, Andorra ",restaurant,42.5073,1.53308,4.0,16899,17029
175,Vietnam Gourmet," Carrer Joan Maragall, 22, Andorra la Vella AD500, Andorra ",restaurant,42.5066,1.53066,4.5,17029,17056
176,Minims," C/ Antic Carrer Major 5, Andorra la Vella, Andorra ",restaurant,42.5072,1.52075,4.0,17056,17120
177,Restaurant Plaza at Hotel Plaza," C. Maria Pla, 19-21, Andorra la Vella AD500, Andorra ",restaurant,42.5069,1.53255,4.0,17120,17152
178,Plato Restaurant," Calle Prat de la Creu, 15-25 | C. Prat De La Creu, 15-25, Andorra la Vella AD500, Andorra ",restaurant,42.5071,1.52645,4.0,17152,17214
179,LEscenari de Pizzes," AD 500 | Av. Dr. Mitjavila 19, Andorra la Vella AD 500, Andorra ",restaurant,42.5098,1.53108,4.5,17214,17552
180,El Crosto," Cap Del Carrer, 7 | Baixos, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,4.5,17552,17783
181,Versailles," Carrer del Cap, 1, Andorra la Vella, Andorra ",restaurant,42.5079,1.52209,4.5,17783,17949
