40,Restaurant Hotel Husa Centric," Av Meritxell 87 -89, Andorra la Vella, Andorra ",restaurant,42.5083,1.53136,4.0,5475,5531
41,Restaurant La Forquilla," Av. Del Fener, Andorra la Vella, Andorra ",restaurant,42.5072,1.53432,4.0,5531,5577
42,La Dama del Llac," Llac DEngolaster | ENCAMP, Andorra la Vella AD200, Andorra ",restaurant,42.5197,1.56861,4.0,5577,5611
43,Angelo and Friends," Carrer Maria Pla, 13, Andorra la Vella, Andorra ",restaurant,42.5073,1.53308,4.0,5611,5637
44,Restaurant Pinosa," C/ De la Unio 11, Andorra la Vella AD700, Andorra ",restaurant,42.5077,1.5343,4.5,5637,5655
45,Santa Gloria," Na Maria Pla, 2-6 Local 12-13, Andorra la Vella AD500, Andorra ",restaurant,42.5063,1.52184,4.0,5655,5683
46,Eatalian Republic," C/Prat de la Creu 29-39, Andorra la Vella, Andorra ",restaurant,42.507,1.52608,4.0,5683,5735
47,Sushi and Gong," Carrer la Llacuna 3, Andorra la Vella Ad500, Andorra ",restaurant,42.508,1.52271,3.5,5735,5804
48,Era Bauro," Antic Carrer Mayor 36, Andorra la Vella, Andorra ",restaurant,42.5069,1.5191,4.5,5804,5822
49,Quarts de Quinze," Passatge Isabel Sandy 1 | Cap del Carrer, Andorra la Vella AD500, Andorra ",restaurant,42.5079,1.52209,4.5,5822,5854
50,Restaurant Celler DEn Toni," C/Verge Del Pilar,4, Andorra la Vella, Andorra ",restaurant,42.5071,1.53172,4.0,5854,5904
51,El Japo," Av. Meritxell, 65, Andorra la Vella AD500, Andorra ",restaurant,42.5089,1.52853,3.5,5904,5904
52,El Bon Raco Bar & Restaurant," Av. de Salou 86, Andorra la Vella, Andorra ",restaurant,42.4952,1.50479,4.0,5904,5973
53,Casa Teresa," C/Bonaventura Armengol, 11, Andorra la Vella, Andorra ",restaurant,42.5079,1.52887,3.5,5973,6009
54,Los Dos Casadors," Place Rebes, Andorra la Vella, Andorra ",restaurant,42.5075,1.52285,4.0,6009,6049
55,Restaurant Raco DEn Josep," C/ Prat De La Creu 93, Andorra la Vella, Andorra ",restaurant,42.5056,1.51992,3.5,6049,6097
56,Taverna Ali Bar Restaurant," C. Callaueta, 11, Andorra la Vella AD500, Andorra ",restaurant,42.5068,1.52995,5.0,6097,6101
57,Cal Sinquede," Placa Guillemo 1, Andorra la Vella AD500, Andorra ",restaurant,42.5082,1.52153,5.0,6101,6107
58,La Cupula," Na Maria Pla 19-21, Andorra la Vella AD500, Andorra ",restaurant,42.5069,1.53255,4.5,6107,6165
59,BroceliAnd," 3 Cap Del Carrer, Andorra la Vella AD500, Andorra ",restaurant,42.508,1.5222,4.5,6165,6171
60,LABADIA CERVECERIA INTERNACIONAL," Cap Del Carrer Num. 2, Andorra la Vella AD500, Andorra ",restaurant,42.5078,1.52232,4.0,6171,6195
61,La Taverna DEn Mallol," C/ Verge Del Pilar, 6, Andorra la Vella, Andorra ",restaurant,42.507,1.53177,4.0,6195,6235
62,Restaurant Pizzeria Magna," C/Bonaventura Armengol 7, Andorra la Vella AD500, Andorra ",restaurant,42.5081,1.52915,4.0,6235,6253
63,Cisco de Sans," Anna Ma Janer 4, Andorra la Vella AD500, Andorra ",restaurant,42.5071,1.52043,4.5,6253,6269
64,Bar Versalles," Placa Guillemo 7, Andorra la Vella AD500, Andorra ",restaurant,42.508,1.52169,4.0,6269,6287
65,La Brasa DEn Josep," C. Verge Del Remei, 5, Andorra la Vella AD500, Andorra ",restaurant,42.4941,1.4999,4.5,6287,6291
66,Restaurant Camping Valira," Avda. Salou S/N, Andorra la Vella, Andorra ",restaurant,42.4981,1.51051,4.5,6291,6298
67,El Raco del Park," Les Canals, 24 | Sercotel Andorra Park, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,4.0,6298,6316
68,El Grill," C/ Prat De La Creu 14 | Hotel Novotel Andorra, Andorra la Vella AD500, Andorra ",restaurant,42.5063,1.52184,4.0,6316,6336
69,Hotel Hesperia Restaurant," Av Dr Mitjavila 1, Andorra la Vella, Andorra ",restaurant,42.5092,1.52929,4.0,6336,6346
70,El Resiner," C. Callaueta, 8, Andorra la Vella AD500, Andorra ",restaurant,42.507,1.52999,5.0,6346,6348
71,"13,5 winebar Andorra"," Prat de la Creu 29, Andorra la Vella, Andorra ",restaurant,42.507,1.52608,5.0,6348,6349
72,Ranxo apart snack pub," 38 Avinguda de Santa Coloma, Andorra la Vella, Andorra ",restaurant,42.5035,1.51357,4.5,6349,6356
73,Barri Antic Pub," C. De La Vall, 20 | Barri Antic Hostel, Andorra la Vella AD500, Andorra ",restaurant,42.5063,1.52184,5.0,6356,6358
74,Mc Donalds," Av. Meritxell 32 | Pleno Centro, Frente a Pirynees Andorra, Andorra la Vella, Andorra ",restaurant,42.5063,1.52184,3.5,6358,6384
75,Restaurant Lac I Cell," Lac Dengolaster, Andorra la Vella, Andorra ",restaurant,42.5197,1.56861,4.0,6384,6392
76,Frankfurt Pedralbes Andorra," 5 Carrer de la Borda, Andorra la Vella, Andorra ",restaurant,42.5078,1.53266,3.5,6392,6450
77,La Cuina Casolana," C. Callaueta, 9, Andorra la Vella AD500, Andorra ",restaurant,42.5069,1.53006,4.0,6450,6456
78,Restaurant El Faisa," C/Cap Del Carrer, 4, Andorra la Vella, Andorra ",restaurant,42.5079,1.52229,3.5,6456,6489
