ListingID,Title,UserID,baseurl,Price,AboutListing,HostName,MemberDate,Lat,Long,BookInstantly,Cancellation,OverallCounter,PageCounter,PageNumber,A_AC,A_Breakfast,A_CableTV,A_CarbonMonoxDetector,A_Doorman,A_Dryer,A_TV,A_Elevator,A_Essentials,A_Events,A_FamilyFriendly,A_FireExt,A_Fireplace,A_FirstAidKit,A_Gym,A_Heat,A_HotTub,A_Intercom,A_Internet,A_Kitchen,A_Parking,A_Pets,A_Pool,A_SafetyCard,A_Shampoo,A_SmokeDetector,A_Smoking,A_Washer,A_Wheelchair,P_Cleaning,P_Deposit,P_ExtraPeople,P_Monthly,P_Weekly,R_CI,R_acc,R_clean,R_comm,R_loc,R_val,RespRate,RespTime,S_Accomodates,S_Bathrooms,S_BedType,S_Bedrooms,S_CheckIn,S_Checkout,S_NumBeds,S_PropType,ShortDesc
11975164,Edifici Santa Maria de Coll  Calde,46788679,https://www.airbnb.com/s/Andorra?page=6,46,No Description Found,Guy Pierre,Not Found,42.51256357219336,1.5494934885638563,No,Flexible,102,12,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,
4748215,Ultimate Snowboard Skiing Holiday,7646922,https://www.airbnb.com/s/Andorra?page=6,58,No Description Found,Jessica,Not Found,42.578562311285836,1.6615720621749448,No,Moderate,103,13,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,$58.00,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Not Found,2,2:00 PM,10:00 AM,3,Apartment,
3066452,Charming Chalet in Paradise!,15605607,https://www.airbnb.com/s/Andorra?page=6,132,No Description Found,Marie,Not Found,42.55542999996815,1.534903974988461,No,Flexible,104,14,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,$81.00,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,2,Not Found,3,Not Found,Not Found,6,Apartment,
10843347,Fab one bed apt in SOLDEU village,54341789,https://www.airbnb.com/s/Andorra?page=6,73,No Description Found,Ann,Not Found,42.57855836115099,1.667200423961401,No,Flexible,105,15,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,$73.00,$291.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,Apartment,
5790907,"Soldeu, Andorra, near the slopes",30043963,https://www.airbnb.com/s/Andorra?page=6,57,No Description Found,Boris,Not Found,42.58163301177778,1.6609903097110876,No,Moderate,106,16,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,$40.00,$173.00,$10 / night after 2 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,1,Not Found,2,4:00 PM,12:00 PM (noon),6,Apartment,
4722672,Apt con impresionantes vistas.,24393945,https://www.airbnb.com/s/Andorra?page=6,167,No Description Found,Carlos,Not Found,42.50787696486494,1.5526703806599387,No,Flexible,107,17,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,8,2,Not Found,1,Not Found,Not Found,8,Apartment,
10915073,"Ed. Carles, La Massana para 8 pers.",4065772,https://www.airbnb.com/s/Andorra?page=6,173,No Description Found,Carles,Not Found,42.5419736587403,1.517448181277885,No,Strict,108,18,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,$58.00,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,8,1,Not Found,3,Not Found,Not Found,6,Apartment,
9536708,APARTAMENTO NEVADA  4personas!!!,14081684,https://www.airbnb.com/s/Andorra?page=7,115,No Description Found,Inocencia,Not Found,42.543097837566826,1.7332973757204055,No,Flexible,109,1,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,$43.00,$173.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,2,Real Bed,1,Not Found,Not Found,1,Apartment,
11633047,JANET FAMILY,15674972,https://www.airbnb.com/s/Andorra?page=7,77,No Description Found,Alexis,Not Found,42.562051140103264,1.4979431104929313,No,Flexible,110,2,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,$40.00,Not Found,$29 / night after 3 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,5,2.5,Not Found,2,Not Found,Not Found,4,Apartment,
9742348,Apartamento Nevada. 6personas!!!,14081684,https://www.airbnb.com/s/Andorra?page=7,146,No Description Found,Inocencia,Not Found,42.54200094329538,1.7308639438132127,No,Flexible,111,3,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,$58.00,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,1,Real Bed,1,Not Found,Not Found,1,Apartment,
11881392,PRIVATE BEDROOM +  ITS OWN BATHROOM,63354346,https://www.airbnb.com/s/Andorra?page=7,46,No Description Found,Isabelle,Not Found,42.51622335365553,1.531697068364557,No,Moderate,112,4,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,$12.00,$207.00,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,2:00 PM,8:00 PM,1,Apartment,
10027395,COZY Apartment for skiing,47614396,https://www.airbnb.com/s/Andorra?page=7,109,No Description Found,Pascale & Jean-Christophe,Not Found,42.56814504491671,1.602768194721541,No,Strict,113,5,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,$58.00,$575.00,$17 / night after 4 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,2,Not Found,2,4:00 PM,12:00 PM (noon),3,Apartment,
848285,Apartment canillo center andorra ,4371643,https://www.airbnb.com/s/Andorra?page=7,40,No Description Found,Gregory,Not Found,42.568072777668334,1.602129745870686,No,Strict,114,6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Found,$460.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Real Bed,1,2:00 PM,11:00 AM,1,Apartment,
8793904,relaxaciò i descans a la teva má,46065908,https://www.airbnb.com/s/Andorra?page=7,92,No Description Found,Paqui,Not Found,42.56999499759859,1.5950486359454066,No,Flexible,115,7,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Real Bed,1,Not Found,Not Found,1,House,
8454270,"Pleta Aldosa, Rústica para 6 pers.",4065772,https://www.airbnb.com/s/Andorra?page=7,173,No Description Found,Carles,Not Found,42.54928551918463,1.5240297934518263,No,Strict,116,8,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,$58.00,$230.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,2,Not Found,3,3:00 PM,12:00 PM (noon),5,Apartment,
9743999,Apart. Vacaciones Esquí El Tarter,43913455,https://www.airbnb.com/s/Andorra?page=7,87,No Description Found,Janine,Not Found,42.58018974753369,1.6415909708479537,No,Moderate,117,9,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,$23.00,$173.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Not Found,1,3:00 PM,12:00 PM (noon),4,Apartment,
10276452,Habitacion Encamp / Room Encamp,7243826,https://www.airbnb.com/s/Andorra?page=7,69,No Description Found,Maria,Not Found,42.53413070358022,1.585082281422857,No,Flexible,118,10,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Not Found,1,Not Found,Not Found,2,Apartment,
4273072,"A pie del Funicamp, practico x ski",4349308,https://www.airbnb.com/s/Andorra?page=7,92,No Description Found,May,Not Found,42.534392838971065,1.58782282734812,No,Strict,119,11,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,$29.00,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1.5,Not Found,2,3:00 PM,12:00 PM (noon),2,Apartment,
9801795,Estudio compartido frente a Peretol,48016984,https://www.airbnb.com/s/Andorra?page=7,29,No Description Found,Sofía,Not Found,42.56116745477656,1.684336039035421,No,Flexible,120,12,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,$12.00,$100.00,$55 / night after the first guest,$606 /month,$171 /week,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Not Found,1,Not Found,Not Found,3,Apartment,
9988251,Apartamento 6 personas en El Tarter,43913455,https://www.airbnb.com/s/Andorra?page=7,145,No Description Found,Janine,Not Found,42.57894781099561,1.6431955323182892,No,Moderate,121,13,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,$23.00,$173.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,2,Not Found,2,3:00 PM,12:00 PM (noon),4,Apartment,
8747311,Apart. Andorra (Encamp/Grandvalira),30892655,https://www.airbnb.com/s/Andorra?page=7,98,No Description Found,Veronica,Not Found,42.53397341374051,1.580358387941296,No,Strict,122,14,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Not Found,$460.00,$23 / night after the first guest,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,2,Not Found,2,1:00 PM,12:00 PM (noon),3,Apartment,
9545079,Excelente apto en Soldeu - Andorra,49431373,https://www.airbnb.com/s/Andorra?page=7,87,No Description Found,Jordi,Not Found,42.565300566144636,1.679554091545533,No,Moderate,123,15,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,$518 /week,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Not Found,1,Not Found,Not Found,2,Apartment,
11634268,JANET MONTAGNE,15674972,https://www.airbnb.com/s/Andorra?page=7,92,No Description Found,Alexis,Not Found,42.5609114935973,1.4959790306236214,No,Flexible,124,16,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,$46.00,Not Found,$35 / night after 4 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,2.5,Not Found,2,Not Found,Not Found,4,Apartment,
9440047,Apartamento en Vall d'Incles,22875897,https://www.airbnb.com/s/Andorra?page=7,173,No Description Found,Eugenia,Not Found,42.58319909343379,1.6654318045258907,No,Flexible,125,17,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,$58.00,$288.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,1,Not Found,3,Not Found,Not Found,6,Apartment,
740713,Apart. cerca de Soldeu / ElTarter,3875849,https://www.airbnb.com/s/Andorra?page=7,69,No Description Found,Raúl,Not Found,42.58218020780486,1.6609923102201551,No,Moderate,126,18,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Not Found,$230.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Real Bed,1,Not Found,Not Found,1,Apartment,
1742093,Lovely attic in La Massana,4065772,https://www.airbnb.com/s/Andorra?page=8,115,No Description Found,Carles,Not Found,42.54664421286516,1.5157523958595867,No,Strict,127,1,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,$58.00,$230.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Real Bed,1,3:00 PM,12:00 PM (noon),1,Apartment,
10761503,RENT 2 LOVELY APARTMENTS! PACK 4/8,52224801,https://www.airbnb.com/s/Andorra?page=8,196,No Description Found,Sandy,Not Found,42.54021035299682,1.7339836871353838,No,Moderate,128,2,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,$35.00,$230.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,8,2,Not Found,1,3:00 PM,11:00 AM,6,Apartment,
1824582,Design and views. Walking to slopes,4349308,https://www.airbnb.com/s/Andorra?page=8,80,No Description Found,May,Not Found,42.57927228453094,1.6457905396207835,No,Flexible,129,3,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,$29.00,Not Found,$17 / night after 2 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Not Found,1,4:00 PM,12:00 PM (noon),3,Apartment,
7978162,Accomodation 2/3 pers city center,41688078,https://www.airbnb.com/s/Andorra?page=8,60,No Description Found,Sara,Not Found,42.51094289856648,1.535173653334305,No,Flexible,130,4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,0.5,Real Bed,1,Not Found,Not Found,1,Apartment,
2114799,Glac Soldeu 3000 Estudio 2,10585060,https://www.airbnb.com/s/Andorra?page=8,92,No Description Found,Apartamentos,Not Found,42.56056430533904,1.6847907077405309,No,Strict,131,5,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Found,$173.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Real Bed,0,5:00 PM,10:00 AM,1,Apartment,
8951808,Santa Maria,46788679,https://www.airbnb.com/s/Andorra?page=8,58,No Description Found,Guy Pierre,Not Found,42.50094716573828,1.7219781436217754,No,Flexible,132,6,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,2,Not Found,3,Not Found,Not Found,3,Apartment,
5460800,Ski Soldeu: Great Apartment for 5,13102408,https://www.airbnb.com/s/Andorra?page=8,49,No Description Found,Victoria,Not Found,42.57752128256663,1.6639709467365305,No,Strict,133,7,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,$58.00,$146.00,$15 / night after 3 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,5,1,Not Found,1,3:00 PM,11:00 AM,5,Apartment,
8496038,Apartaments familiars de muntanya,44740721,https://www.airbnb.com/s/Andorra?page=8,66,No Description Found,La Neu,Not Found,42.59714343496937,1.5276422673225682,No,Flexible,134,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Not Found,1,Not Found,Not Found,2,Apartment,
9527261,Koselig og sentral i El Tarter,15077707,https://www.airbnb.com/s/Andorra?page=8,69,No Description Found,Vicente,Not Found,42.580347267338304,1.6536381563070608,No,Strict,135,9,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,$58.00,$276.00,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,5,1,Not Found,2,4:00 PM,12:00 PM (noon),5,Apartment,
2117251,Vaquers 3000 Estudio 2,10585060,https://www.airbnb.com/s/Andorra?page=8,75,No Description Found,Apartamentos,Not Found,42.54120417401379,1.7325148470321687,No,Strict,136,10,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,Not Found,$173.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,1,Pull-out Sofa,0,5:00 PM,10:00 AM,1,Apartment,
2194986,Studio in the heart of La Massana,10627976,https://www.airbnb.com/s/Andorra?page=8,79,No Description Found,R.M,Not Found,42.54498826063835,1.514767726487826,No,Strict,137,11,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,$35.00,$173.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,3,1,Real Bed,0,4:00 PM,11:00 AM,1,Apartment,
9782088,APARTAMENTO PRINCESA L22 6p. PAS CA,14081684,https://www.airbnb.com/s/Andorra?page=8,158,No Description Found,Inocencia,Not Found,42.54227862444733,1.7319808966151238,No,Flexible,138,12,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,$58.00,$173.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,2,Not Found,2,Not Found,Not Found,3,Apartment,
342942,Gorgeous studio in Pas de la Casa,1716612,https://www.airbnb.com/s/Andorra?page=8,46,No Description Found,Javier,Not Found,42.540407835659664,1.7340044800863244,No,Strict,139,13,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,$40.00,$105.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Not Found,1,5:00 PM,12:00 PM (noon),3,Apartment,
11152925,Soldeu ideal en invierno y verano.,4349308,https://www.airbnb.com/s/Andorra?page=8,92,No Description Found,May,Not Found,42.577522318827754,1.6607876415857032,No,Flexible,140,14,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,$29.00,Not Found,$17 / night after 4 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,5,1,Not Found,2,Not Found,Not Found,4,Apartment,
11527610,INCLES - Edifici Novell 2,60787372,https://www.airbnb.com/s/Andorra?page=8,58,No Description Found,Francis,Not Found,42.58324354089228,1.6635754349661998,No,Strict,141,15,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,Not Found,$575.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Not Found,1,3:00 PM,12:00 PM (noon),2,Apartment,
9891684,APARTAMENTO PRINCESA L22 6p.,14081684,https://www.airbnb.com/s/Andorra?page=8,159,No Description Found,Inocencia,Not Found,42.539684452897774,1.7294211032783002,No,Moderate,142,16,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,$58.00,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,2,Not Found,2,4:00 PM,10:00 AM,3,Apartment,
9764728,Entire 3 bedroom apartment (7ppl),488817,https://www.airbnb.com/s/Andorra?page=8,218,No Description Found,Poppy,Not Found,42.577315284834796,1.6637189469643878,No,Strict,143,17,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,7,2,Not Found,3,4:00 AM,11:00 AM,5,Apartment,
9897445,"Edf. TUCAMP ""Funicamp Esqui"" 1a",3886102,https://www.airbnb.com/s/Andorra?page=8,114,No Description Found,Sara,Not Found,42.53464845948354,1.5888344045665206,No,Strict,144,18,8,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Not Found,$115.00,$6 / night after 4 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,1,Not Found,1,1:00 AM,1:00 AM,5,Apartment,
9746894,buenas vistas a 300 mts de pistas,50281236,https://www.airbnb.com/s/Andorra?page=9,138,No Description Found,Cristian,Not Found,42.58033242846283,1.645232980797368,No,Strict,145,1,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,$46.00,$115.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,1,Not Found,3,7:00 PM,12:00 PM (noon),4,Apartment,
5180183,Els Teiers de Llorts-Spa B 1º4ª,12631933,https://www.airbnb.com/s/Andorra?page=9,138,No Description Found,Rentseason,Not Found,42.6035740479062,1.5351579003439497,No,Flexible,146,2,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,$78.00,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,2,Not Found,2,4:00 PM,12:00 PM (noon),3,Apartment,
4436401,Residencial Princesa Park,12631933,https://www.airbnb.com/s/Andorra?page=9,173,No Description Found,Rentseason,Not Found,42.57320062508493,1.4815635340510027,No,Flexible,147,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,$78.00,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,6,2,Not Found,2,4:00 PM,Not Found,3,Apartment,
3422348,Chalet in Grandvalira,7889786,https://www.airbnb.com/s/Andorra?page=9,115,No Description Found,Olga,Not Found,42.58144736361614,1.6503370744503996,No,Flexible,148,4,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,7,2,Not Found,3,4:00 PM,11:00 AM,5,Apartment,
4669258,Ideal mountain retreat,22558231,https://www.airbnb.com/s/Andorra?page=9,131,No Description Found,Sarah,Not Found,42.570513494596035,1.492199983583916,No,Moderate,149,5,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,$58.00,$437.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,2,Not Found,2,4:00 PM,11:00 AM,2,Apartment,
4294591,Andorran rustic house in Llorts,4065772,https://www.airbnb.com/s/Andorra?page=9,230,No Description Found,Carles,Not Found,42.596340251043046,1.5291735537675206,No,Strict,150,6,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,$58.00,$230.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,10,2,Not Found,5,3:00 PM,12:00 PM (noon),7,House,
9061168,APTO. FRENTE A PISTAS GRANDVALIRA,14936366,https://www.airbnb.com/s/Andorra?page=9,58,No Description Found,Cinthia,Not Found,42.58204855439074,1.6385249016013659,No,Moderate,151,7,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Found,$173.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,2,Not Found,2,4:00 PM,12:00 PM (noon),3,Apartment,
9364431,Chalet Hotel Peretol,17413053,https://www.airbnb.com/s/Andorra?page=9,160,No Description Found,Laura,Not Found,42.583670541082775,1.662444226106715,No,Flexible,152,8,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,Not Found,Not Found,$80 / night after 2 guests,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,16+,8+,Not Found,10,Not Found,Not Found,16,Chalet,
9784325,Piso Ideal 4 pers. 2B,40675479,https://www.airbnb.com/s/Andorra?page=9,80,No Description Found,Chantal,Not Found,42.53533968880362,1.5885748720454744,No,Strict,153,9,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,$23.00,$288.00,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,1,Not Found,1,3:00 PM,10:00 AM,2,Apartment,
11757953,Habitación privada doble twin,62569914,https://www.airbnb.com/s/Andorra?page=9,40,No Description Found,Majo,Not Found,42.58273159197029,1.6620160306509413,No,Flexible,154,10,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,2,0,Not Found,1,Not Found,Not Found,2,Apartment,
11641355,Apartamento con jardin!!!,61718174,https://www.airbnb.com/s/Andorra?page=9,75,No Description Found,Maria,Not Found,42.5585835980675,1.532194011358118,No,Flexible,155,11,9,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Not Found,Not Found,No Charge,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,Not Found,4,2,Not Found,2,Not Found,Not Found,2,Apartment,
